loan_amnt,term,int_rate,installment,emp_length,annual_inc,dti,delinq_2yrs,fico_range_low,fico_range_high,revol_bal,acc_now_delinq,acc_open_past_24mths,delinq_amnt,pct_tl_nvr_dlq,pub_rec_bankruptcies,hardship_flag,disbursement_method,home_ownership_ANY,home_ownership_MORTGAGE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,loan_status_Charged Off,loan_status_Current,loan_status_Does not meet the credit policy. Status:Charged Off,loan_status_Does not meet the credit policy. Status:Fully Paid,loan_status_Fully Paid,loan_status_In Grace Period,loan_status_Late (16-30 days),loan_status_Late (31-120 days),purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding,addr_state_AK,addr_state_AL,addr_state_AR,addr_state_AZ,addr_state_CA,addr_state_CO,addr_state_CT,addr_state_DC,addr_state_DE,addr_state_FL,addr_state_GA,addr_state_HI,addr_state_ID,addr_state_IL,addr_state_IN,addr_state_KS,addr_state_KY,addr_state_LA,addr_state_MA,addr_state_MD,addr_state_ME,addr_state_MI,addr_state_MN,addr_state_MO,addr_state_MS,addr_state_MT,addr_state_NC,addr_state_ND,addr_state_NE,addr_state_NH,addr_state_NJ,addr_state_NM,addr_state_NV,addr_state_NY,addr_state_OH,addr_state_OK,addr_state_OR,addr_state_PA,addr_state_RI,addr_state_SC,addr_state_SD,addr_state_TN,addr_state_TX,addr_state_UT,addr_state_VA,addr_state_VT,addr_state_WA,addr_state_WI,addr_state_WV,addr_state_WY,verification_status_Not Verified,verification_status_Source Verified,verification_status_Verified
0.23076923076923078,0.0,0.43769470404984434,0.2208039886117506,0.125,0.015707299705749918,0.0032092892826355635,0.0,0.38461538461538464,0.38461538461538464,0.011292592366833012,0.0,0.03333333333333333,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3333333333333333,1.0,0.37811526479750784,0.20643926494026615,0.0,0.014252920103365667,0.018954540261520724,0.04,0.28205128205128205,0.28205128205128205,0.021413786980523524,0.0,0.0,0.0,0.9293820933165197,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.358974358974359,1.0,0.4217289719626169,0.2286981160348186,0.0,0.007644219190131627,0.03016108762709928,0.0,0.2564102564102564,0.2564102564102564,0.0023851990448602936,0.0,0.0,0.0,0.36948297604035313,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.19898753894080998,0.8639744445503957,1.0,0.037232117821036845,0.01993082891060727,0.04,0.28205128205128205,0.28205128205128205,0.06513448547281271,0.0,0.1,0.0,0.9066834804539722,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.38461538461538464,1.0,0.9493769470404986,0.33000040866923674,1.0,0.027633212445300783,0.043154035499517046,0.0,0.10256410256410256,0.10256410256410256,0.14666058882613753,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.25064102564102564,1.0,0.5038940809968848,0.16685283820784916,0.375,0.00872627761430551,0.0267960076025882,0.0,0.2564102564102564,0.2564102564102564,0.022296310627121833,0.0,0.1,0.0,0.6292559899117275,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.7948717948717948,0.0,0.20755451713395642,0.6893432685365555,1.0,0.03403248269579149,0.018372921491852146,0.08,0.38461538461538464,0.38461538461538464,0.05055296864523345,0.0,0.36666666666666664,0.0,0.914249684741488,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4358974358974359,0.0,0.07593457943925234,0.35950632756201556,0.375,0.018906934830995273,0.01415618541175493,0.0,0.3076923076923077,0.3076923076923077,0.04901849059303999,0.0,0.23333333333333334,0.0,0.9546027742749055,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.4128205128205128,1.0,0.7274143302180686,0.31448459998092876,1.0,0.01657992746718047,0.013231827009960222,0.0,0.10256410256410256,0.10256410256410256,0.04160317178468543,0.0,0.23333333333333334,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.48717948717948717,0.0,0.0003894080996884998,0.3897206064651473,0.0,0.01687080338765732,0.027149133284172698,0.0,0.48717948717948717,0.48717948717948717,0.04408907923366205,0.0,0.16666666666666666,0.0,0.939470365699874,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.358974358974359,0.0,0.3037383177570093,0.3242722282009018,0.125,0.015998175626226768,0.0041959639811804785,0.04,0.07692307692307693,0.07692307692307693,0.015652206176605437,0.0,0.03333333333333333,0.0,0.8991172761664565,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1282051282051282,0.0,0.35669781931464173,0.1200942663706085,0.0,0.011053284978120314,0.01320066886158512,0.0,0.1794871794871795,0.1794871794871795,0.026319346349452863,0.0,0.4,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5128205128205128,1.0,0.47702492211838005,0.33928401149722787,1.0,0.024142701399578578,0.0238879137542453,0.0,0.1282051282051282,0.1282051282051282,0.10135240785843579,0.0,0.1,0.0,0.9243379571248423,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5147435897435897,0.0,0.2757009345794393,0.4589423640153114,0.0,0.01657992746718047,0.01909994495393787,0.0,0.07692307692307693,0.07692307692307693,0.06625022858157513,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.05128205128205128,0.0,0.28738317757009346,0.04803225762508684,0.0,0.010180657216689763,0.016524204688262725,0.0,0.3333333333333333,0.3333333333333333,0.030350332735266758,0.0,0.03333333333333333,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.358974358974359,1.0,0.3894080996884735,0.22420956558460134,1.0,0.013962044182888817,0.02952753861013886,0.04,0.1794871794871795,0.1794871794871795,0.03476030074709734,0.0,0.1,0.0,0.9331651954602774,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.1717948717948718,0.0,0.3792834890965733,0.1614243485131251,0.0,0.010532326204546274,0.023721736962911417,0.0,0.2564102564102564,0.2564102564102564,0.025680643049662496,0.0,0.06666666666666667,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.48717948717948717,0.0,0.11954828660436141,0.40875097058943727,0.0,0.029669343888638736,0.029631399104722535,0.08,0.15384615384615385,0.15384615384615385,0.058750102696069985,0.0,0.06666666666666667,0.0,0.9104665825977302,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.28205128205128205,1.0,0.6066978193146418,0.20009808061681808,0.0,0.016725365427418894,0.029807961945514782,0.0,0.358974358974359,0.358974358974359,0.044218940070548884,0.0,0.13333333333333333,0.0,0.9281210592686002,0.14285714285714285,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7224358974358974,1.0,0.4084890965732088,0.460617907885954,1.0,0.018906934830995273,0.021551052626112604,0.0,0.5128205128205128,0.5128205128205128,0.06910716699308557,0.0,0.03333333333333333,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.10256410256410256,0.0,0.07398753894080998,0.08496914547262596,0.375,0.02617883284291653,0.008890458336362598,0.0,0.7435897435897436,0.7435897435897436,0.01578736745581419,0.0,0.06666666666666667,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.38974358974358975,0.0,0.3894080996884735,0.36366794262283914,0.0,0.011925912739550864,0.026962184393922083,0.0,0.20512820512820512,0.20512820512820512,0.06978297338912932,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.12179487179487179,0.0,0.12266355140186921,0.1030459480445177,1.0,0.03934911277026736,0.01365765503775329,0.0,0.1794871794871795,0.1794871794871795,0.01432444537496654,0.0,0.16666666666666666,0.0,0.7667087011349306,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.42243589743589743,0.0,0.5716510903426791,0.4217670857796728,0.0,0.014543796023842518,0.03574878223570101,0.0,0.10256410256410256,0.10256410256410256,0.06715660421862205,0.0,0.43333333333333335,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.8717948717948718,1.0,0.35864485981308414,0.5406285332861093,1.0,0.015998175626226768,0.03512561926819895,0.0,0.20512820512820512,0.20512820512820512,0.061458628722566896,0.0,0.06666666666666667,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.015384615384615385,0.0,0.07398753894080998,0.013240883270443678,0.0,0.006108394330013857,0.03548913099924182,0.0,0.6153846153846154,0.6153846153846154,0.0013516127920874996,0.0,0.26666666666666666,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.358974358974359,0.0,0.3037383177570093,0.3242722282009018,0.25,0.023270073638148026,0.016690381479596606,0.0,0.2564102564102564,0.2564102564102564,0.04144150829386712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.8737179487179487,0.0,0.16627725856697823,0.7456510782056696,0.25,0.012507664580504564,0.02861356625780252,0.0,0.5897435897435898,0.5897435897435898,0.018898727098776394,0.0,0.26666666666666666,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.28205128205128205,0.0,0.1503115264797508,0.24004549850835727,0.75,0.020361314433379525,0.023732123012369787,0.04,0.10256410256410256,0.10256410256410256,0.0147113776644661,0.0,0.13333333333333333,0.0,0.9205548549810845,0.14285714285714285,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.41025641025641024,1.0,0.11409657320872277,0.21560026699723467,1.0,0.030541971650069288,0.01160121724499652,0.0,0.3333333333333333,0.3333333333333333,0.04639212142253271,0.0,0.23333333333333334,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.18205128205128204,0.0,0.29127725856697817,0.16482311433203012,0.25,0.0063992702504907075,0.017220070001973346,0.0,0.1794871794871795,0.1794871794871795,0.025153249038632274,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.358974358974359,0.0,0.31853582554517135,0.32614529553596966,1.0,0.011635036819074013,0.026297477228586563,0.04,0.1282051282051282,0.1282051282051282,0.03771794756272411,0.0,0.1,0.0,0.9470365699873896,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8717948717948718,0.0,0.18535825545171342,0.7494925690310453,0.0,0.014543796023842518,0.02081364311456851,0.0,0.41025641025641024,0.41025641025641024,0.07837764061410925,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.10256410256410256,0.0,0.18224299065420563,0.08936233976760341,0.125,0.023270073638148026,0.021177154845611376,0.0,0.07692307692307693,0.07692307692307693,0.03197491830693271,0.0,0.16666666666666666,0.0,0.819672131147541,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
